flight_id,flight_date,carrier_code,origin,destination,dep_hour,day_of_week,temp_c,wind_speed_kph,visibility_km,weather_code,dep_delay,arr_delay,delay_flag,diversion_rate_origin,diversion_rate_carrier
53,2025-03-01,AS,ATL,SEA,8,6,12.2,129.6,16.1,Clear,-3.0,-7.0,0,0.002909173341,0.002430647291
54,2025-03-01,AA,ATL,PHX,8,6,12.2,129.6,16.1,Clear,-3.0,-23.0,0,0.002909173341,0.00288359019
55,2025-03-01,DL,ATL,STT,8,6,12.2,129.6,16.1,Clear,0.0,1.0,0,0.002909173341,0.00253293406
56,2025-03-01,DL,ATL,HOU,8,6,12.2,129.6,16.1,Clear,-6.0,-26.0,0,0.002909173341,0.00253293406
57,2025-03-01,DL,ATL,MCO,8,6,12.2,129.6,16.1,Clear,-5.0,-3.0,0,0.002909173341,0.00253293406
58,2025-03-01,DL,ATL,IAD,8,6,12.2,129.6,16.1,Clear,0.0,-12.0,0,0.002909173341,0.00253293406
59,2025-03-01,DL,ATL,MSP,8,6,12.2,129.6,16.1,Clear,-2.0,-21.0,0,0.002909173341,0.00253293406
60,2025-03-01,DL,ATL,AUS,8,6,12.2,129.6,16.1,Clear,-1.0,-24.0,0,0.002909173341,0.00253293406
61,2025-03-01,WN,ATL,BWI,8,6,12.2,129.6,16.1,Clear,-6.0,-20.0,0,0.002909173341,0.002384997386
62,2025-03-01,DL,ATL,SJU,8,6,12.2,129.6,16.1,Clear,54.0,41.0,1,0.002909173341,0.00253293406
63,2025-03-01,DL,ATL,ECP,8,6,12.2,129.6,16.1,Clear,-4.0,-14.0,0,0.002909173341,0.00253293406
64,2025-03-01,DL,ATL,BHM,8,6,12.2,129.6,16.1,Clear,-9.0,-23.0,0,0.002909173341,0.00253293406
65,2025-03-01,OO,ATL,MGM,8,6,12.2,129.6,16.1,Clear,-4.0,-17.0,0,0.002909173341,0.003757959073
66,2025-03-01,DL,ATL,LEX,8,6,12.2,129.6,16.1,Clear,-5.0,-20.0,0,0.002909173341,0.00253293406
67,2025-03-01,DL,ATL,DEN,8,6,12.2,129.6,16.1,Clear,-3.0,-15.0,0,0.002909173341,0.00253293406
68,2025-03-01,DL,ATL,SFO,8,6,12.2,129.6,16.1,Clear,-6.0,-24.0,0,0.002909173341,0.00253293406
69,2025-03-01,DL,ATL,PNS,8,6,12.2,129.6,16.1,Clear,0.0,-9.0,0,0.002909173341,0.00253293406
70,2025-03-01,DL,ATL,SDF,8,6,12.2,129.6,16.1,Clear,-5.0,-16.0,0,0.002909173341,0.00253293406
71,2025-03-01,DL,ATL,MKE,8,6,12.2,129.6,16.1,Clear,-8.0,-18.0,0,0.002909173341,0.00253293406
72,2025-03-01,DL,ATL,SRQ,8,6,12.2,129.6,16.1,Clear,-3.0,-13.0,0,0.002909173341,0.00253293406
73,2025-03-01,DL,ATL,VPS,8,6,12.2,129.6,16.1,Clear,-7.0,-20.0,0,0.002909173341,0.00253293406
74,2025-03-01,DL,ATL,EWR,8,6,12.2,129.6,16.1,Clear,-3.0,-15.0,0,0.002909173341,0.00253293406
75,2025-03-01,DL,ATL,MEM,8,6,12.2,129.6,16.1,Clear,3.0,-4.0,0,0.002909173341,0.00253293406
76,2025-03-01,DL,ATL,CVG,8,6,12.2,129.6,16.1,Clear,-4.0,-13.0,0,0.002909173341,0.00253293406
77,2025-03-01,DL,ATL,PHL,8,6,12.2,129.6,16.1,Clear,7.0,-7.0,0,0.002909173341,0.00253293406
78,2025-03-01,DL,ATL,PHX,8,6,12.2,129.6,16.1,Clear,11.0,-5.0,0,0.002909173341,0.00253293406
79,2025-03-01,DL,ATL,DAL,8,6,12.2,129.6,16.1,Clear,0.0,-26.0,0,0.002909173341,0.00253293406
80,2025-03-01,DL,ATL,DTW,8,6,12.2,129.6,16.1,Clear,-5.0,-12.0,0,0.002909173341,0.00253293406
81,2025-03-01,WN,ATL,SDF,8,6,12.2,129.6,16.1,Clear,-7.0,-19.0,0,0.002909173341,0.002384997386
82,2025-03-01,DL,ATL,SAT,8,6,12.2,129.6,16.1,Clear,-1.0,-19.0,0,0.002909173341,0.00253293406
83,2025-03-01,DL,ATL,IAH,8,6,12.2,129.6,16.1,Clear,-1.0,-16.0,0,0.002909173341,0.00253293406
84,2025-03-01,DL,ATL,MSY,8,6,12.2,129.6,16.1,Clear,-6.0,-16.0,0,0.002909173341,0.00253293406
85,2025-03-01,DL,ATL,TPA,8,6,12.2,129.6,16.1,Clear,54.0,47.0,1,0.002909173341,0.00253293406
86,2025-03-01,WN,ATL,CLE,8,6,12.2,129.6,16.1,Clear,-3.0,-5.0,0,0.002909173341,0.002384997386
87,2025-03-01,WN,ATL,CMH,8,6,12.2,129.6,16.1,Clear,-4.0,-12.0,0,0.002909173341,0.002384997386
88,2025-03-01,WN,ATL,LAS,8,6,12.2,129.6,16.1,Clear,-4.0,-25.0,0,0.002909173341,0.002384997386
89,2025-03-01,WN,ATL,PIT,8,6,12.2,129.6,16.1,Clear,-6.0,-15.0,0,0.002909173341,0.002384997386
90,2025-03-01,WN,ATL,STL,8,6,12.2,129.6,16.1,Clear,-2.0,-19.0,0,0.002909173341,0.002384997386
91,2025-03-01,WN,ATL,MSY,8,6,12.2,129.6,16.1,Clear,-2.0,-15.0,0,0.002909173341,0.002384997386
92,2025-03-01,DL,ATL,BZN,8,6,12.2,129.6,16.1,Clear,-6.0,-3.0,0,0.002909173341,0.00253293406
93,2025-03-01,DL,ATL,LAS,8,6,12.2,129.6,16.1,Clear,23.0,-7.0,0,0.002909173341,0.00253293406
94,2025-03-01,DL,ATL,LGA,8,6,12.2,129.6,16.1,Clear,-2.0,-24.0,0,0.002909173341,0.00253293406
95,2025-03-01,DL,ATL,OMA,8,6,12.2,129.6,16.1,Clear,-7.0,-16.0,0,0.002909173341,0.00253293406
96,2025-03-01,DL,ATL,STL,8,6,12.2,129.6,16.1,Clear,-4.0,-4.0,0,0.002909173341,0.00253293406
97,2025-03-01,DL,ATL,ORD,8,6,12.2,129.6,16.1,Clear,1.0,-7.0,0,0.002909173341,0.00253293406
98,2025-03-01,WN,ATL,MEM,8,6,12.2,129.6,16.1,Clear,0.0,-8.0,0,0.002909173341,0.002384997386
99,2025-03-01,WN,ATL,HOU,8,6,12.2,129.6,16.1,Clear,29.0,5.0,0,0.002909173341,0.002384997386
100,2025-03-01,WN,ATL,AUS,8,6,12.2,129.6,16.1,Clear,-7.0,-28.0,0,0.002909173341,0.002384997386
101,2025-03-01,DL,ATL,RDU,8,6,12.2,129.6,16.1,Clear,-8.0,-14.0,0,0.002909173341,0.00253293406
102,2025-03-01,WN,ATL,SAT,8,6,12.2,129.6,16.1,Clear,-3.0,-23.0,0,0.002909173341,0.002384997386
103,2025-03-01,WN,ATL,MKE,8,6,12.2,129.6,16.1,Clear,-6.0,-13.0,0,0.002909173341,0.002384997386
104,2025-03-01,WN,ATL,PHX,8,6,12.2,129.6,16.1,Clear,-1.0,-26.0,0,0.002909173341,0.002384997386
105,2025-03-01,DL,ATL,SAN,8,6,12.2,129.6,16.1,Clear,-3.0,-15.0,0,0.002909173341,0.00253293406
106,2025-03-01,DL,ATL,HSV,8,6,12.2,129.6,16.1,Clear,-6.0,-24.0,0,0.002909173341,0.00253293406
107,2025-03-01,WN,ATL,DAL,8,6,12.2,129.6,16.1,Clear,20.0,-2.0,0,0.002909173341,0.002384997386
108,2025-03-01,WN,ATL,PHL,8,6,12.2,129.6,16.1,Clear,-5.0,-24.0,0,0.002909173341,0.002384997386
109,2025-03-01,AA,ATL,MIA,8,6,12.2,129.6,16.1,Clear,-3.0,-14.0,0,0.002909173341,0.00288359019
110,2025-03-01,DL,ATL,MIA,8,6,12.2,129.6,16.1,Clear,2.0,6.0,0,0.002909173341,0.00253293406
111,2025-03-01,DL,ATL,PBI,8,6,12.2,129.6,16.1,Clear,-4.0,-10.0,0,0.002909173341,0.00253293406
112,2025-03-01,DL,ATL,LAX,8,6,12.2,129.6,16.1,Clear,2.0,-30.0,0,0.002909173341,0.00253293406
113,2025-03-01,DL,ATL,DCA,8,6,12.2,129.6,16.1,Clear,0.0,-3.0,0,0.002909173341,0.00253293406
114,2025-03-01,DL,ATL,CHS,8,6,12.2,129.6,16.1,Clear,-6.0,-21.0,0,0.002909173341,0.00253293406
115,2025-03-01,DL,ATL,DAY,8,6,12.2,129.6,16.1,Clear,-3.0,-13.0,0,0.002909173341,0.00253293406
116,2025-03-01,DL,ATL,DAB,8,6,12.2,129.6,16.1,Clear,-2.0,-5.0,0,0.002909173341,0.00253293406
117,2025-03-01,DL,ATL,BDL,9,6,12.2,129.6,16.0,Clear,-6.0,-17.0,0,0.002909173341,0.00253293406
118,2025-03-01,DL,ATL,GPT,9,6,12.2,129.6,16.0,Clear,-6.0,-9.0,0,0.002909173341,0.00253293406
119,2025-03-01,DL,ATL,IND,9,6,12.2,129.6,16.0,Clear,4.0,-2.0,0,0.002909173341,0.00253293406
120,2025-03-01,DL,ATL,JAX,9,6,12.2,129.6,16.0,Clear,4.0,4.0,0,0.002909173341,0.00253293406
121,2025-03-01,DL,ATL,CHA,9,6,12.2,129.6,16.0,Clear,-6.0,-2.0,0,0.002909173341,0.00253293406
122,2025-03-01,DL,ATL,FLL,9,6,12.2,129.6,16.0,Clear,4.0,10.0,0,0.002909173341,0.00253293406
123,2025-03-01,DL,ATL,PDX,9,6,12.2,129.6,16.0,Clear,-2.0,-18.0,0,0.002909173341,0.00253293406
124,2025-03-01,F9,ATL,MCO,9,6,12.2,129.6,16.0,Clear,-10.0,-26.0,0,0.002909173341,0.002440836251
125,2025-03-01,DL,ATL,MYR,9,6,12.2,129.6,16.0,Clear,-7.0,-6.0,0,0.002909173341,0.00253293406
126,2025-03-01,DL,ATL,MLB,9,6,12.2,129.6,16.0,Clear,-2.0,-4.0,0,0.002909173341,0.00253293406
127,2025-03-01,DL,ATL,SMF,9,6,12.2,129.6,16.0,Clear,-8.0,-30.0,0,0.002909173341,0.00253293406
128,2025-03-01,WN,ATL,IND,9,6,12.2,129.6,16.0,Clear,-6.0,-19.0,0,0.002909173341,0.002384997386
129,2025-03-01,DL,ATL,OKC,9,6,12.2,129.6,16.0,Clear,0.0,-14.0,0,0.002909173341,0.00253293406
130,2025-03-01,DL,ATL,MCO,9,6,12.2,129.6,16.0,Clear,29.0,42.0,1,0.002909173341,0.00253293406
131,2025-03-01,DL,ATL,EGE,9,6,12.2,129.6,16.0,Clear,-4.0,-13.0,0,0.002909173341,0.00253293406
132,2025-03-01,DL,ATL,CLE,9,6,12.2,129.6,16.0,Clear,-1.0,-8.0,0,0.002909173341,0.00253293406
133,2025-03-01,DL,ATL,GSP,9,6,12.2,129.6,16.0,Clear,14.0,11.0,0,0.002909173341,0.00253293406
134,2025-03-01,DL,ATL,LIT,9,6,12.2,129.6,16.0,Clear,-4.0,-6.0,0,0.002909173341,0.00253293406
135,2025-03-01,DL,ATL,MDW,9,6,12.2,129.6,16.0,Clear,-8.0,-9.0,0,0.002909173341,0.00253293406
136,2025-03-01,WN,ATL,MCI,9,6,12.2,129.6,16.0,Clear,-2.0,-16.0,0,0.002909173341,0.002384997386
137,2025-03-01,DL,ATL,DSM,9,6,12.2,129.6,16.0,Clear,36.0,29.0,1,0.002909173341,0.00253293406
138,2025-03-01,AA,ATL,CLT,9,6,12.2,129.6,16.0,Clear,29.0,32.0,1,0.002909173341,0.00288359019
139,2025-03-01,F9,ATL,MIA,9,6,12.2,129.6,16.0,Clear,-12.0,-9.0,0,0.002909173341,0.002440836251
140,2025-03-01,UA,ATL,IAD,9,6,12.2,129.6,16.0,Clear,-6.0,-15.0,0,0.002909173341,0.002462907126
141,2025-03-01,DL,ATL,DTW,9,6,12.2,129.6,16.0,Clear,-4.0,-17.0,0,0.002909173341,0.00253293406
142,2025-03-01,DL,ATL,PIT,9,6,12.2,129.6,16.0,Clear,-4.0,-7.0,0,0.002909173341,0.00253293406
143,2025-03-01,F9,ATL,FLL,9,6,12.2,129.6,16.0,Clear,85.0,90.0,1,0.002909173341,0.002440836251
144,2025-03-01,DL,ATL,TUL,9,6,12.2,129.6,16.0,Clear,-5.0,-16.0,0,0.002909173341,0.00253293406
145,2025-03-01,AA,ATL,DFW,9,6,12.2,129.6,16.0,Clear,6.0,-4.0,0,0.002909173341,0.00288359019
146,2025-03-01,WN,ATL,LGA,9,6,12.2,129.6,16.0,Clear,1.0,-14.0,0,0.002909173341,0.002384997386
147,2025-03-01,WN,ATL,DCA,9,6,12.2,129.6,16.0,Clear,-6.0,-17.0,0,0.002909173341,0.002384997386
148,2025-03-01,DL,ATL,BNA,9,6,12.2,129.6,16.0,Clear,-2.0,-16.0,0,0.002909173341,0.00253293406
149,2025-03-01,DL,ATL,RIC,9,6,12.2,129.6,16.0,Clear,-1.0,-9.0,0,0.002909173341,0.00253293406
150,2025-03-01,DL,ATL,HNL,9,6,12.2,129.6,16.0,Clear,18.0,-8.0,0,0.002909173341,0.00253293406
151,2025-03-01,DL,ATL,CAE,9,6,12.2,129.6,16.0,Clear,-6.0,-14.0,0,0.002909173341,0.00253293406
152,2025-03-01,DL,ATL,EYW,9,6,12.2,129.6,16.0,Clear,-5.0,-20.0,0,0.002909173341,0.00253293406
153,2025-03-01,DL,ATL,TPA,9,6,12.2,129.6,16.0,Clear,-4.0,-14.0,0,0.002909173341,0.00253293406
154,2025-03-01,DL,ATL,SEA,9,6,12.2,129.6,16.0,Clear,6.0,40.0,1,0.002909173341,0.00253293406
155,2025-03-01,DL,ATL,DEN,9,6,12.2,129.6,16.0,Clear,-5.0,25.0,1,0.002909173341,0.00253293406
156,2025-03-01,DL,ATL,HPN,9,6,12.2,129.6,16.0,Clear,-8.0,-24.0,0,0.002909173341,0.00253293406
157,2025-03-01,DL,ATL,BOI,9,6,12.2,129.6,16.0,Clear,-6.0,-16.0,0,0.002909173341,0.00253293406
158,2025-03-01,DL,ATL,STX,9,6,12.2,129.6,16.0,Clear,-1.0,11.0,0,0.002909173341,0.00253293406
159,2025-03-01,DL,ATL,AGS,9,6,12.2,129.6,16.0,Clear,-4.0,7.0,0,0.002909173341,0.00253293406
160,2025-03-01,DL,ATL,RSW,9,6,12.2,129.6,16.0,Clear,-7.0,-15.0,0,0.002909173341,0.00253293406
161,2025-03-01,OO,ATL,ASE,9,6,12.2,129.6,16.0,Clear,103.0,108.0,1,0.002909173341,0.003757959073
162,2025-03-01,NK,ATL,FLL,9,6,12.2,129.6,16.0,Clear,-3.0,11.0,0,0.002909173341,0.001815614282
163,2025-03-01,DL,ATL,CLT,9,6,12.2,129.6,16.0,Clear,-8.0,-16.0,0,0.002909173341,0.00253293406
164,2025-03-01,DL,ATL,DFW,9,6,12.2,129.6,16.0,Clear,-3.0,-15.0,0,0.002909173341,0.00253293406
165,2025-03-01,DL,ATL,PBI,9,6,12.2,129.6,16.0,Clear,-3.0,11.0,0,0.002909173341,0.00253293406
166,2025-03-01,OH,ATL,DCA,9,6,12.2,129.6,16.0,Clear,-8.0,-11.0,0,0.002909173341,0.003093580819
167,2025-03-01,DL,ATL,MCI,9,6,12.2,129.6,16.0,Clear,-4.0,-6.0,0,0.002909173341,0.00253293406
168,2025-03-01,DL,ATL,AUS,10,6,10.0,147.6,16.1,Clear,-5.0,-19.0,0,0.002909173341,0.00253293406
169,2025-03-01,DL,ATL,MSP,10,6,10.0,147.6,16.1,Clear,-1.0,-1.0,0,0.002909173341,0.00253293406
170,2025-03-01,DL,ATL,DAL,10,6,10.0,147.6,16.1,Clear,4.0,-5.0,0,0.002909173341,0.00253293406
171,2025-03-01,DL,ATL,SAV,10,6,10.0,147.6,16.1,Clear,-3.0,-1.0,0,0.002909173341,0.00253293406
172,2025-03-01,DL,ATL,BOS,10,6,10.0,147.6,16.1,Clear,2.0,-10.0,0,0.002909173341,0.00253293406
173,2025-03-01,DL,ATL,ONT,10,6,10.0,147.6,16.1,Clear,-1.0,-16.0,0,0.002909173341,0.00253293406
174,2025-03-01,DL,ATL,SNA,10,6,10.0,147.6,16.1,Clear,-2.0,-3.0,0,0.002909173341,0.00253293406
175,2025-03-01,DL,ATL,CMH,10,6,10.0,147.6,16.1,Clear,-5.0,-18.0,0,0.002909173341,0.00253293406
176,2025-03-01,DL,ATL,SJU,10,6,10.0,147.6,16.1,Clear,-9.0,42.0,1,0.002909173341,0.00253293406
177,2025-03-01,DL,ATL,FLL,10,6,10.0,147.6,16.1,Clear,3.0,7.0,0,0.002909173341,0.00253293406
178,2025-03-01,UA,ATL,EWR,10,6,10.0,147.6,16.1,Clear,-9.0,-19.0,0,0.002909173341,0.002462907126
179,2025-03-01,DL,ATL,LAS,10,6,10.0,147.6,16.1,Clear,-3.0,-14.0,0,0.002909173341,0.00253293406
180,2025-03-01,DL,ATL,EWR,10,6,10.0,147.6,16.1,Clear,-4.0,-6.0,0,0.002909173341,0.00253293406
181,2025-03-01,DL,ATL,GEG,10,6,10.0,147.6,16.1,Clear,-4.0,-18.0,0,0.002909173341,0.00253293406
182,2025-03-01,NK,ATL,DFW,10,6,10.0,147.6,16.1,Clear,-3.0,-22.0,0,0.002909173341,0.001815614282
183,2025-03-01,DL,ATL,BWI,10,6,10.0,147.6,16.1,Clear,0.0,13.0,0,0.002909173341,0.00253293406
184,2025-03-01,DL,ATL,RDU,10,6,10.0,147.6,16.1,Clear,0.0,5.0,0,0.002909173341,0.00253293406
185,2025-03-01,DL,ATL,GSO,10,6,10.0,147.6,16.1,Clear,-3.0,-10.0,0,0.002909173341,0.00253293406
186,2025-03-01,DL,ATL,SLC,10,6,10.0,147.6,16.1,Clear,-2.0,-22.0,0,0.002909173341,0.00253293406
187,2025-03-01,DL,ATL,TLH,10,6,10.0,147.6,16.1,Clear,-5.0,-9.0,0,0.002909173341,0.00253293406
188,2025-03-01,DL,ATL,STT,10,6,10.0,147.6,16.1,Clear,28.0,78.0,1,0.002909173341,0.00253293406
189,2025-03-01,DL,ATL,MCO,10,6,10.0,147.6,16.1,Clear,0.0,9.0,0,0.002909173341,0.00253293406
190,2025-03-01,DL,ATL,TUS,10,6,10.0,147.6,16.1,Clear,-5.0,-6.0,0,0.002909173341,0.00253293406
191,2025-03-01,DL,ATL,BHM,10,6,10.0,147.6,16.1,Clear,-2.0,-1.0,0,0.002909173341,0.00253293406
192,2025-03-01,DL,ATL,TYS,10,6,10.0,147.6,16.1,Clear,-4.0,-11.0,0,0.002909173341,0.00253293406
193,2025-03-01,DL,ATL,DTW,10,6,10.0,147.6,16.1,Clear,2.0,-7.0,0,0.002909173341,0.00253293406
194,2025-03-01,DL,ATL,MIA,10,6,10.0,147.6,16.1,Clear,-6.0,-11.0,0,0.002909173341,0.00253293406
195,2025-03-01,DL,ATL,PSP,10,6,10.0,147.6,16.1,Clear,-6.0,-5.0,0,0.002909173341,0.00253293406
196,2025-03-01,DL,ATL,LGA,10,6,10.0,147.6,16.1,Clear,16.0,-4.0,0,0.002909173341,0.00253293406
197,2025-03-01,DL,ATL,BUR,10,6,10.0,147.6,16.1,Clear,-4.0,-8.0,0,0.002909173341,0.00253293406
198,2025-03-01,WN,ATL,FLL,10,6,10.0,147.6,16.1,Clear,2.0,17.0,1,0.002909173341,0.002384997386
199,2025-03-01,WN,ATL,RDU,10,6,10.0,147.6,16.1,Clear,-5.0,-3.0,0,0.002909173341,0.002384997386
200,2025-03-01,WN,ATL,JAX,10,6,10.0,147.6,16.1,Clear,-3.0,7.0,0,0.002909173341,0.002384997386
201,2025-03-01,OO,ATL,SBN,10,6,10.0,147.6,16.1,Clear,-8.0,-18.0,0,0.002909173341,0.003757959073
202,2025-03-01,WN,ATL,MIA,10,6,10.0,147.6,16.1,Clear,-1.0,9.0,0,0.002909173341,0.002384997386
203,2025-03-01,WN,ATL,MCO,10,6,10.0,147.6,16.1,Clear,1.0,6.0,0,0.002909173341,0.002384997386
204,2025-03-01,WN,ATL,PBI,10,6,10.0,147.6,16.1,Clear,0.0,11.0,0,0.002909173341,0.002384997386
205,2025-03-01,WN,ATL,TPA,10,6,10.0,147.6,16.1,Clear,-3.0,1.0,0,0.002909173341,0.002384997386
206,2025-03-01,DL,ATL,PHL,10,6,10.0,147.6,16.1,Clear,-3.0,-11.0,0,0.002909173341,0.00253293406
207,2025-03-01,DL,ATL,JAX,10,6,10.0,147.6,16.1,Clear,-7.0,0.0,0,0.002909173341,0.00253293406
208,2025-03-01,NK,ATL,MCO,10,6,10.0,147.6,16.1,Clear,10.0,5.0,0,0.002909173341,0.001815614282
209,2025-03-01,WN,ATL,MDW,10,6,10.0,147.6,16.1,Clear,-3.0,-5.0,0,0.002909173341,0.002384997386
210,2025-03-01,WN,ATL,GSP,10,6,10.0,147.6,16.1,Clear,-1.0,-3.0,0,0.002909173341,0.002384997386
